order,weekday,time_of_day,hour,active_agents,on_calls,ready_for_calls,not_ready,calls_in_queue,busiest_section,month,day,oncalls+ready:not_ready,avg_ratio,ready:not_ready
542,Friday,2:32:00 PM,14,113,49,41,23,0,Customer Care,3,1,3.91,2.53,1.78
543,Friday,3:14:00 PM,15,98,47,24,27,4,Customer Care,3,1,2.63,2.53,0.89
544,Friday,3:29:00 PM,15,90,25,37,28,7,Customer Care,3,1,2.21,2.53,1.32
545,Monday,8:07:00 AM,8,109,38,32,39,13,Customer Care,3,4,1.79,2.53,0.82
546,Monday,8:33:00 AM,8,119,61,33,25,6,Customer Care,3,4,3.76,2.53,1.32
547,Monday,8:47:00 AM,8,128,51,52,25,0,Customer Care,3,4,4.12,2.54,2.08
548,Monday,9:39:00 AM,9,122,59,14,49,8,PC Phone Support,3,4,1.49,2.54,0.29
549,Monday,9:55:00 AM,9,120,67,7,46,8,Customer Care,3,4,1.61,2.53,0.15
550,Monday,10:12:00 AM,10,121,62,27,32,11,Customer Care,3,4,2.78,2.53,0.84
551,Monday,10:54:00 AM,10,131,56,42,33,0,Customer Care,3,4,2.97,2.54,1.27
552,Monday,11:33:00 AM,11,128,69,30,29,1,Customer Care,3,4,3.41,2.54,1.03
553,Monday,11:47:00 AM,11,129,62,34,33,0,Customer Care,3,4,2.91,2.54,1.03
554,Monday,12:08:00 PM,12,132,45,30,57,8,Customer Care,3,4,1.32,2.54,0.53
555,Monday,12:26:00 PM,12,130,50,26,54,11,Customer Care,3,4,1.41,2.53,0.48
556,Monday,1:24:00 PM,13,120,64,21,35,3,Customer Care,3,4,2.43,2.53,0.60
557,Monday,1:48:00 PM,13,117,64,23,30,1,Customer Care,3,4,2.90,2.53,0.77
558,Monday,1:59:00 PM,13,114,62,23,29,7,Customer Care,3,4,2.93,2.53,0.79
559,Monday,2:08:00 PM,14,113,52,18,43,11,Customer Care,3,4,1.63,2.53,0.42
560,Monday,2:21:00 PM,14,113,57,21,35,10,Customer Care/PC Phone Support,3,4,2.23,2.53,0.60
561,Monday,3:23:00 PM,15,94,46,28,20,0,PC Phone Support,3,4,3.70,2.53,1.40
562,Monday,3:55:00 PM,15,88,52,17,19,9,Customer Care,3,4,3.63,2.54,0.89
563,Monday,4:00:00 PM,16,84,41,15,28,0,Customer Care,3,4,2.00,2.54,0.54
564,Monday,4:23:00 PM,16,69,36,13,20,9,Customer Care,3,4,2.45,2.54,0.65
565,Tuesday,8:35:00 AM,8,132,72,27,33,5,Customer Care,3,5,3.00,2.54,0.82
566,Tuesday,9:05:00 AM,9,133,51,47,35,2,Customer Care,3,5,2.80,2.54,1.34
567,Tuesday,9:59:00 AM,9,131,45,43,43,3,Customer Care,3,5,2.05,2.54,1.00
568,Tuesday,10:11:00 AM,10,130,54,21,55,4,Customer Care,3,5,1.36,2.53,0.38
569,Tuesday,10:40:00 AM,10,138,41,61,36,0,Customer Care,3,5,2.83,2.53,1.69
570,Tuesday,11:08:00 AM,11,138,43,53,42,0,Customer Care,3,5,2.29,2.53,1.26
571,Tuesday,11:46:00 AM,11,140,53,49,38,0,Customer Care,3,5,2.68,2.53,1.29
572,Tuesday,1:32:00 PM,13,136,50,50,36,0,Customer Care,3,5,2.78,2.53,1.39
573,Tuesday,2:02:00 PM,14,136,76,18,42,6,Customer Care,3,5,2.24,2.53,0.43
574,Tuesday,3:24:00 PM,15,105,35,30,40,0,PC Phone Support,3,5,1.63,2.53,0.75
575,Wednesday,8:47:00 AM,8,136,36,79,21,0,Customer Care/PC Phone Support,3,6,5.48,2.54,3.76
576,Wednesday,9:13:00 AM,9,141,58,49,34,0,Customer Care,3,6,3.15,2.54,1.44
577,Wednesday,9:31:00 AM,9,137,46,64,27,0,New Sales,3,6,4.07,2.54,2.37
578,Wednesday,9:57:00 AM,9,139,61,51,27,0,Customer Care,3,6,4.15,2.54,1.89
579,Wednesday,10:03:00 AM,10,137,50,39,48,0,Customer Care,3,6,1.85,2.54,0.81
580,Wednesday,10:26:00 AM,10,136,66,29,41,1,Customer Care,3,6,2.32,2.54,0.71
581,Wednesday,10:56:00 AM,10,142,43,50,49,0,PC Phone Support,3,6,1.90,2.54,1.02
582,Wednesday,11:28:00 AM,11,144,46,47,51,0,Customer Care,3,6,1.82,2.54,0.92
583,Wednesday,11:45:00 AM,11,145,54,45,46,5,Customer Care,3,6,2.15,2.54,0.98
584,Wednesday,12:28:00 PM,12,139,47,37,55,0,Customer Care,3,6,1.53,2.54,0.67
585,Wednesday,1:04:00 PM,13,132,38,51,43,0,Customer Care,3,6,2.07,2.54,1.19
586,Wednesday,1:21:00 PM,13,134,49,42,43,0,Customer Care,3,6,2.12,2.54,0.98
587,Wednesday,1:41:00 PM,13,132,61,40,31,0,Customer Care,3,6,3.26,2.54,1.29
588,Wednesday,1:59:00 PM,13,131,46,50,35,0,Customer Care,3,6,2.74,2.54,1.43
589,Wednesday,2:19:00 PM,14,122,48,42,32,0,Customer Care,3,6,2.81,2.54,1.31
590,Wednesday,3:59:00 PM,15,99,40,15,44,9,New Sales,3,6,1.25,2.54,0.34
591,Wednesday,4:06:00 PM,16,88,38,15,35,4,Customer Care,3,6,1.51,2.53,0.43
592,Wednesday,4:26:00 PM,16,82,38,21,23,1,Customer Care,3,6,2.57,2.53,0.91
593,Thursday,8:00:00 AM,8,109,28,58,23,3,Customer Care,3,7,3.74,2.54,2.52
594,Thursday,8:15:00 AM,8,122,35,65,22,1,PC Phone Support,3,7,4.55,2.54,2.95
595,Thursday,8:54:00 AM,8,138,42,68,28,0,Customer Care,3,7,3.93,2.54,2.43
596,Thursday,9:03:00 AM,9,138,51,58,29,0,Customer Care,3,7,3.76,2.54,2.00
597,Thursday,9:19:00 AM,9,143,53,56,34,7,PC Phone Support,3,7,3.21,2.55,1.65
598,Thursday,9:46:00 AM,9,139,64,40,35,7,Customer Care,3,7,2.97,2.55,1.14
599,Thursday,10:10:00 AM,10,141,71,28,42,5,Customer Care,3,7,2.36,2.55,0.67
600,Thursday,10:25:00 AM,10,144,51,45,48,0,PC Phone Support,3,7,2.00,2.54,0.94
601,Thursday,10:42:00 AM,10,151,44,65,42,0,PC Phone Support,3,7,2.60,2.54,1.55
602,Thursday,11:06:00 AM,11,149,46,43,60,0,Customer Care,3,7,1.48,2.54,0.72
603,Thursday,11:26:00 AM,11,149,57,52,40,0,PC Phone Support,3,7,2.73,2.54,1.30
604,Thursday,11:54:00 AM,11,154,54,50,50,0,Customer Care/PC Phone Support,3,7,2.08,2.54,1.00
605,Thursday,12:24:00 PM,12,143,51,33,59,1,Customer Care,3,7,1.42,2.54,0.56
606,Thursday,12:38:00 PM,12,143,55,39,49,0,Customer Care,3,7,1.92,2.54,0.80
607,Thursday,12:54:00 PM,12,143,56,39,48,0,Customer Care,3,7,1.98,2.54,0.81
608,Thursday,1:38:00 PM,13,138,52,56,30,0,Customer Care,3,7,3.60,2.54,1.87
609,Thursday,1:51:00 PM,13,136,48,50,38,1,Customer Care/PC Phone Support,3,7,2.58,2.54,1.32
610,Thursday,2:31:00 PM,14,119,54,40,25,0,Customer Care,3,7,3.76,2.54,1.60
611,Thursday,3:12:00 PM,15,107,30,34,43,0,Customer Care,3,7,1.49,2.54,0.79
612,Thursday,3:38:00 PM,15,97,31,41,25,0,Customer Care,3,7,2.88,2.54,1.64
613,Thursday,3:59:00 PM,15,98,57,19,22,1,PC Phone Support,3,7,3.45,2.54,0.86
614,Thursday,4:07:00 PM,16,86,34,26,26,0,PC Phone Support,3,7,2.31,2.54,1.00
615,Thursday,4:25:00 PM,16,82,29,36,17,1,PC Phone Support,3,7,3.82,2.54,2.12
616,Friday,8:06:00 AM,8,109,29,61,19,0,PC Phone Support,3,8,4.74,2.55,3.21
617,Friday,8:51:00 AM,8,125,41,67,17,0,Customer Care,3,8,6.35,2.55,3.94
618,Friday,9:00:00 AM,9,126,43,49,34,0,Customer Care,3,8,2.71,2.55,1.44
619,Friday,10:13:00 AM,10,121,43,41,37,0,Customer Care,3,8,2.27,2.55,1.11
620,Friday,10:50:00 AM,10,127,41,58,28,0,Customer Care,3,8,3.54,2.56,2.07
621,Friday,11:12:00 AM,11,127,49,36,42,4,Customer Care,3,8,2.02,2.55,0.86
622,Friday,11:51:00 AM,11,126,30,56,40,0,Customer Care,3,8,2.15,2.55,1.40
623,Friday,12:58:00 PM,12,119,34,38,47,0,Customer Care,3,8,1.53,2.55,0.81
624,Friday,2:01:00 PM,14,111,47,30,34,0,Customer Care,3,8,2.26,2.55,0.88
625,Friday,2:33:00 PM,14,99,37,30,32,0,Customer Care/PC Phone Support,3,8,2.09,2.55,0.94
626,Friday,2:59:00 PM,14,97,47,24,26,0,Customer Care,3,8,2.73,2.55,0.92
627,Friday,3:14:00 PM,15,87,33,15,39,0,Customer Care,3,8,1.23,2.55,0.38
628,Friday,3:33:00 PM,15,84,29,35,20,0,New Sales,3,8,3.20,2.55,1.75
629,Monday,8:04:00 AM,8,92,31,31,30,0,Customer Care,3,11,2.07,2.55,1.03
630,Monday,8:32:00 AM,8,117,47,41,29,0,Customer Care,3,11,3.03,2.55,1.41
631,Monday,8:45:00 AM,8,118,48,36,34,0,Customer Care,3,11,2.47,2.55,1.06
632,Monday,9:01:00 AM,9,123,60,34,29,1,Customer Care,3,11,3.24,2.55,1.17
633,Monday,9:18:00 AM,9,125,55,48,22,0,Customer Care,3,11,4.68,2.55,2.18
634,Monday,9:41:00 AM,9,135,56,39,40,0,Customer Care,3,11,2.38,2.55,0.98
635,Monday,9:58:00 AM,9,138,62,31,45,0,Customer Care,3,11,2.07,2.55,0.69
636,Monday,10:11:00 AM,10,138,50,50,38,0,Customer Care,3,11,2.63,2.55,1.32
637,Monday,10:35:00 AM,10,137,51,44,42,0,Customer Care,3,11,2.26,2.55,1.05
638,Monday,10:53:00 AM,10,135,48,45,42,1,Customer Care,3,11,2.21,2.55,1.07
639,Monday,11:02:00 AM,11,136,55,43,38,0,Customer Care,3,11,2.58,2.55,1.13
640,Monday,11:21:00 AM,11,139,63,44,32,0,Customer Care,3,11,3.34,2.55,1.38
641,Monday,11:45:00 AM,11,141,61,39,41,0,Customer Care,3,11,2.44,2.55,0.95
642,Monday,12:03:00 PM,12,138,50,39,49,5,Customer Care,3,11,1.82,2.55,0.80
643,Monday,12:49:00 PM,12,140,58,31,51,0,Customer Care,3,11,1.75,2.55,0.61
644,Monday,1:05:00 PM,13,144,54,40,50,0,Customer Care,3,11,1.88,2.55,0.80
645,Monday,1:18:00 PM,13,140,43,51,46,0,Customer Care,3,11,2.04,2.55,1.11
646,Monday,1:39:00 PM,13,141,54,55,32,0,Customer Care,3,11,3.41,2.55,1.72
647,Monday,2:03:00 PM,14,132,57,32,43,1,Customer Care,3,11,2.07,2.55,0.74
648,Monday,2:41:00 PM,14,121,55,34,32,7,Customer Care,3,11,2.78,2.55,1.06
649,Monday,3:06:00 PM,15,123,41,48,34,0,Customer Care,3,11,2.62,2.55,1.41
650,Monday,3:30:00 PM,15,119,51,47,21,0,Customer Care,3,11,4.67,2.55,2.24
651,Monday,3:46:00 PM,15,88,37,34,17,5,Customer Care/PC Phone Support,3,11,4.18,2.56,2.00
652,Monday,4:14:00 PM,16,63,22,25,16,10,PC Phone Support,3,11,2.94,2.56,1.56
653,Monday,4:25:00 PM,16,82,37,22,23,11,Customer Care,3,11,2.57,2.56,0.96
654,Tuesday,8:01:00 AM,8,99,33,40,26,0,Customer Care,3,12,2.81,2.56,1.54
655,Tuesday,8:36:00 AM,8,127,38,75,14,0,PC Phone Support,3,12,8.07,2.57,5.36
656,Tuesday,8:54:00 AM,8,135,45,74,16,0,Customer Care,3,12,7.44,2.57,4.63
657,Tuesday,9:21:00 AM,9,138,49,56,33,0,Customer Care,3,12,3.18,2.57,1.70
658,Tuesday,9:44:00 AM,9,143,53,59,31,0,Customer Care,3,12,3.61,2.58,1.90
659,Tuesday,9:57:00 AM,9,144,58,63,23,0,Customer Care,3,12,5.26,2.58,2.74
660,Tuesday,10:03:00 AM,10,143,53,58,32,0,Customer Care,3,12,3.47,2.58,1.81
661,Tuesday,10:21:00 AM,10,144,35,82,27,0,Customer Care,3,12,4.33,2.58,3.04
662,Tuesday,10:39:00 AM,10,144,45,61,38,0,PC Phone Support,3,12,2.79,2.58,1.61
663,Tuesday,10:55:00 AM,10,147,44,63,40,0,Customer Care,3,12,2.68,2.58,1.58
664,Tuesday,11:05:00 AM,11,150,44,56,50,0,Customer Care,3,12,2.00,2.58,1.12
665,Tuesday,11:28:00 AM,11,149,37,71,41,0,Customer Care,3,12,2.63,2.58,1.73
666,Tuesday,11:50:00 AM,11,154,40,59,55,7,Customer Care,3,12,1.80,2.58,1.07
667,Tuesday,12:00:00 PM,12,155,37,56,62,0,Customer Care,3,12,1.50,2.58,0.90
668,Tuesday,12:11:00 PM,12,152,49,45,58,0,Customer Care,3,12,1.62,2.58,0.78
669,Tuesday,1:03:00 PM,13,146,25,75,46,0,Customer Care/PC Phone Support,3,12,2.17,2.58,1.63
670,Tuesday,1:17:00 PM,13,140,40,47,53,0,Customer Care,3,12,1.64,2.58,0.89
671,Tuesday,1:33:00 PM,13,140,41,70,29,0,Customer Care/PC Phone Support,3,12,3.83,2.58,2.41
672,Tuesday,1:48:00 PM,13,140,56,48,36,0,Customer Care,3,12,2.89,2.58,1.33
673,Tuesday,1:58:00 PM,13,141,57,43,41,0,Customer Care,3,12,2.44,2.58,1.05
674,Tuesday,2:15:00 PM,14,142,38,46,58,0,Customer Care,3,12,1.45,2.58,0.79
675,Tuesday,2:37:00 PM,14,145,22,36,87,10,PC Phone Support,3,12,0.67,2.58,0.41
676,Tuesday,3:00:00 PM,15,145,24,49,72,19,PC Phone Support,3,12,1.01,2.57,0.68
677,Tuesday,3:28:00 PM,15,125,27,52,46,3,Customer Care,3,12,1.72,2.57,1.13
678,Tuesday,3:43:00 PM,15,119,47,47,25,0,Customer Care,3,12,3.76,2.57,1.88
679,Tuesday,4:04:00 PM,16,101,34,44,23,0,Customer Care,3,12,3.39,2.57,1.91
680,Monday,8:44:00 AM,8,98,38,45,15,0,Customer Care,3,18,5.53,2.58,3.00
681,Monday,9:00:00 AM,9,97,56,22,19,0,Customer Care,3,18,4.11,2.58,1.16
682,Monday,9:22:00 AM,9,98,51,27,20,7,Customer Care,3,18,3.90,2.58,1.35
683,Monday,9:38:00 AM,9,99,54,17,28,5,Customer Care,3,18,2.54,2.58,0.61
684,Monday,9:56:00 AM,9,101,39,29,33,0,Customer Care,3,18,2.06,2.58,0.88
685,Monday,10:00:00 AM,10,105,45,24,36,2,Customer Care,3,18,1.92,2.58,0.67
686,Monday,10:44:00 AM,10,104,44,35,25,0,PC Phone Support,3,18,3.16,2.58,1.40
687,Monday,11:00:00 AM,11,106,46,17,43,2,Customer Care,3,18,1.47,2.58,0.40
688,Monday,11:47:00 AM,11,112,49,34,29,0,Customer Care,3,18,2.86,2.58,1.17
689,Monday,12:31:00 PM,12,108,45,22,41,8,PC Phone Support,3,18,1.63,2.58,0.54
690,Monday,12:56:00 PM,12,108,46,27,35,5,Customer Care,3,18,2.09,2.58,0.77
691,Monday,1:34:00 PM,13,105,42,36,27,0,Customer Care,3,18,2.89,2.58,1.33
692,Monday,1:58:00 PM,13,100,50,24,26,0,Customer Care,3,18,2.85,2.58,0.92
693,Monday,2:05:00 PM,14,91,44,20,27,0,PC Phone Support,3,18,2.37,2.58,0.74
694,Monday,2:24:00 PM,14,92,41,29,22,1,Customer Care,3,18,3.18,2.58,1.32
695,Monday,2:33:00 PM,14,92,48,26,18,1,Customer Care/PC Phone Support,3,18,4.11,2.58,1.44
696,Monday,2:45:00 PM,14,93,38,29,26,0,Customer Care,3,18,2.58,2.58,1.12
697,Monday,2:57:00 PM,14,90,40,29,21,0,Customer Care,3,18,3.29,2.58,1.38
698,Monday,3:18:00 PM,15,89,41,22,26,4,PC Phone Support,3,18,2.42,2.58,0.85
699,Monday,3:38:00 PM,15,89,39,31,19,0,Customer Care,3,18,3.68,2.58,1.63
700,Monday,3:54:00 PM,15,86,29,33,24,0,PC Phone Support,3,18,2.58,2.58,1.38
701,Monday,4:17:00 PM,16,73,37,14,22,3,New Sales,3,18,2.32,2.58,0.64
702,Thursday,8:09:00 AM,8,100,16,65,19,0,Customer Care,3,21,4.26,2.59,3.42
703,Thursday,8:46:00 AM,8,112,39,62,11,0,Customer Care,3,21,9.18,2.60,5.64
704,Thursday,9:04:00 AM,9,114,37,50,27,0,Customer Care,3,21,3.22,2.60,1.85
705,Thursday,9:19:00 AM,9,119,38,51,30,1,PC Phone Support,3,21,2.97,2.60,1.70
706,Thursday,9:46:00 AM,9,124,35,53,36,0,Customer Care,3,21,2.44,2.60,1.47
707,Thursday,10:07:00 AM,10,129,39,52,38,0,Customer Care,3,21,2.39,2.60,1.37
708,Thursday,10:36:00 AM,10,131,45,41,45,0,Customer Care,3,21,1.91,2.60,0.91
709,Thursday,11:02:00 AM,11,129,34,53,42,0,PC Phone Support,3,21,2.07,2.60,1.26
710,Thursday,11:26:00 AM,11,134,53,47,34,0,Customer Care,3,21,2.94,2.60,1.38
711,Thursday,12:06:00 PM,12,139,37,53,49,0,PC Phone Support,3,21,1.84,2.59,1.08
712,Thursday,1:04:00 PM,13,140,58,19,63,0,Customer Care/PC Phone Support,3,21,1.22,2.59,0.30
713,Thursday,1:49:00 PM,13,132,41,55,36,0,PC Phone Support,3,21,2.67,2.59,1.53
714,Thursday,1:59:00 PM,13,129,56,44,29,1,PC Phone Support,3,21,3.45,2.59,1.52
715,Thursday,2:10:00 PM,14,125,49,33,43,0,Customer Care,3,21,1.91,2.59,0.77
716,Thursday,2:58:00 PM,14,119,57,37,25,0,Customer Care/PC Phone Support,3,21,3.76,2.59,1.48
717,Thursday,3:05:00 PM,15,112,36,49,27,0,PC Phone Support,3,21,3.15,2.60,1.81
718,Thursday,3:41:00 PM,15,102,34,48,20,0,PC Phone Support,3,21,4.10,2.60,2.40
719,Thursday,4:05:00 PM,16,88,21,41,26,0,PC Phone Support,3,21,2.38,2.60,1.58
720,Thursday,4:19:00 PM,16,85,33,36,16,0,Customer Care/New Sales,3,21,4.31,2.60,2.25
721,Thursday,4:28:00 PM,16,85,31,35,19,0,PC Phone Support,3,21,3.47,2.60,1.84
722,Thursday,4:40:00 PM,16,78,29,26,23,1,PC Phone Support,3,21,2.39,2.60,1.13
723,Thursday,4:51:00 PM,16,75,33,19,23,0,PC Phone Support,3,21,2.26,2.60,0.83
724,Thursday,4:56:00 PM,16,73,27,24,22,0,PC Phone Support,3,21,2.32,2.60,1.09
725,Friday,8:03:00 AM,8,96,26,57,13,0,Customer Care,3,22,6.38,2.60,4.38
726,Friday,8:22:00 AM,8,104,27,68,9,0,Customer Care,3,22,10.56,2.62,7.56
727,Friday,8:38:00 AM,8,112,42,58,12,0,Customer Care,3,22,8.33,2.62,4.83
728,Friday,9:15:00 AM,9,128,32,57,39,0,PC Phone Support,3,22,2.28,2.62,1.46
729,Friday,9:55:00 AM,9,137,40,59,38,0,Customer Care,3,22,2.61,2.62,1.55
730,Friday,10:18:00 AM,10,136,52,42,42,0,Customer Care/PC Phone Support,3,22,2.24,2.62,1.00
731,Friday,10:38:00 AM,10,136,25,56,55,0,Customer Care,3,22,1.47,2.62,1.02
732,Friday,10:57:00 AM,10,137,48,46,43,0,Customer Care,3,22,2.19,2.62,1.07
733,Friday,11:53:00 AM,11,140,61,44,35,0,Customer Care,3,22,3.00,2.62,1.26
734,Friday,12:00:00 PM,12,141,45,54,42,0,Customer Care,3,22,2.36,2.62,1.29
735,Friday,12:43:00 PM,12,139,29,55,55,0,Customer Care,3,22,1.53,2.62,1.00
736,Friday,12:54:00 PM,12,136,24,57,55,0,Customer Care,3,22,1.47,2.62,1.04
737,Friday,1:03:00 PM,13,136,30,62,44,0,Customer Care,3,22,2.09,2.62,1.41
738,Friday,1:29:00 PM,13,141,29,55,57,0,Customer Care,3,22,1.47,2.62,0.96
739,Friday,1:55:00 PM,13,140,37,59,44,0,PC Phone Support,3,22,2.18,2.61,1.34
740,Friday,2:05:00 PM,14,125,32,57,36,0,Customer Care/PC Phone Support,3,22,2.47,2.61,1.58
741,Friday,2:28:00 PM,14,122,27,61,34,0,Customer Care,3,22,2.59,2.61,1.79
742,Friday,2:48:00 PM,14,119,27,46,46,0,Customer Care,3,22,1.59,2.61,1.00
743,Friday,3:14:00 PM,15,104,30,39,35,0,New Sales,3,22,1.97,2.61,1.11
744,Friday,4:02:00 PM,16,88,32,24,32,1,PC Phone Support,3,22,1.75,2.61,0.75
745,Friday,4:23:00 PM,16,76,26,35,15,1,PC Phone Support,3,22,4.07,2.61,2.33
746,Friday,4:59:00 PM,16,62,20,25,17,1,Customer Care,3,22,2.65,2.61,1.47
747,Monday,8:07:00 AM,8,104,51,27,26,0,Customer Care,3,25,3.00,2.61,1.04
748,Monday,8:21:00 AM,8,108,45,49,14,0,Customer Care,3,25,6.71,2.62,3.50
749,Monday,8:55:00 AM,8,119,48,54,17,0,Customer Care,3,25,6.00,2.62,3.18
750,Monday,9:00:00 AM,9,120,40,47,33,1,Customer Care,3,25,2.64,2.62,1.42
751,Monday,9:27:00 AM,9,121,55,30,36,4,Customer Care,3,25,2.36,2.62,0.83
752,Monday,9:41:00 AM,9,126,42,34,50,0,Customer Care,3,25,1.52,2.62,0.68
753,Monday,9:59:00 AM,9,125,57,30,38,1,Customer Care,3,25,2.29,2.62,0.79
754,Monday,10:18:00 AM,10,128,36,45,47,0,Customer Care,3,25,1.72,2.62,0.96
755,Monday,10:37:00 AM,10,127,50,44,33,0,Customer Care,3,25,2.85,2.62,1.33
756,Monday,10:59:00 AM,10,131,46,44,41,0,Customer Care,3,25,2.20,2.62,1.07
757,Monday,11:28:00 AM,11,126,37,56,33,0,Customer Care,3,25,2.82,2.62,1.70
758,Monday,11:46:00 AM,11,134,45,52,37,0,Customer Care,3,25,2.62,2.62,1.41
759,Monday,11:59:00 AM,11,135,51,34,50,0,Customer Care,3,25,1.70,2.62,0.68
760,Monday,1:01:00 PM,13,131,63,32,36,0,Customer Care,3,25,2.64,2.62,0.89
761,Monday,1:14:00 PM,13,133,34,56,43,0,Customer Care/PC Phone Support,3,25,2.09,2.62,1.30
762,Monday,1:38:00 PM,13,135,50,50,35,0,Customer Care,3,25,2.86,2.62,1.43
763,Monday,1:51:00 PM,13,138,40,59,39,0,Customer Care,3,25,2.54,2.62,1.51
764,Monday,2:19:00 PM,14,127,34,66,27,0,PC Phone Support,3,25,3.70,2.62,2.44
765,Monday,2:57:00 PM,14,125,39,65,21,0,Customer Care,3,25,4.95,2.62,3.10
766,Monday,3:13:00 PM,15,120,31,53,36,1,Customer Care,3,25,2.33,2.62,1.47
767,Monday,4:14:00 PM,16,94,30,35,29,0,PC Phone Support,3,25,2.24,2.62,1.21
768,Monday,4:26:00 PM,16,92,26,44,22,0,PC Phone Support,3,25,3.18,2.62,2.00
769,Tuesday,8:02:00 AM,8,98,16,71,11,0,PC Phone Support,3,26,7.91,2.63,6.45
770,Tuesday,8:32:00 AM,8,126,50,65,11,0,Customer Care,3,26,10.45,2.64,5.91
771,Tuesday,9:00:00 AM,9,132,38,64,30,0,Customer Care,3,26,3.40,2.64,2.13
772,Tuesday,9:25:00 AM,9,143,47,63,33,0,PC Phone Support,3,26,3.33,2.64,1.91
773,Tuesday,9:49:00 AM,9,147,57,51,39,0,Customer Care,3,26,2.77,2.64,1.31
774,Tuesday,10:00:00 AM,10,151,25,80,46,0,Customer Care,3,26,2.28,2.64,1.74
775,Tuesday,10:38:00 AM,10,152,28,68,56,0,Customer Care,3,26,1.71,2.64,1.21
776,Tuesday,11:07:00 AM,11,151,58,39,54,1,Customer Care,3,26,1.80,2.64,0.72
777,Tuesday,11:53:00 AM,11,153,44,72,37,0,PC Phone Support,3,26,3.14,2.64,1.95
778,Tuesday,12:14:00 PM,12,160,49,56,55,0,Customer Care/New Sales,3,26,1.91,2.64,1.02
779,Tuesday,12:30:00 PM,12,161,45,63,53,0,Customer Care,3,26,2.04,2.64,1.19
780,Tuesday,12:48:00 PM,12,161,29,70,62,0,PC Phone Support,3,26,1.60,2.64,1.13
781,Tuesday,1:40:00 PM,13,153,37,75,41,1,Customer Care,3,26,2.73,2.64,1.83
782,Tuesday,2:11:00 PM,14,149,28,34,87,1,PC Phone Support,3,26,0.71,2.63,0.39
783,Tuesday,2:30:00 PM,14,145,28,30,87,6,Customer Care,3,26,0.67,2.63,0.34
784,Tuesday,3:33:00 PM,15,120,32,55,33,0,Customer Care,3,26,2.64,2.63,1.67
785,Tuesday,4:00:00 PM,16,113,29,49,35,0,PC Phone Support,3,26,2.23,2.63,1.40
786,Tuesday,4:19:00 PM,16,97,43,29,25,0,PC Phone Support,3,26,2.88,2.63,1.16
787,Tuesday,4:34:00 PM,16,87,16,50,21,0,PC Phone Support,3,26,3.14,2.63,2.38
788,Wednesday,8:18:00 AM,8,111,27,75,9,0,PC Phone Support,3,27,11.33,2.64,8.33
789,Wednesday,10:53:00 AM,10,143,33,76,34,0,Customer Care,3,27,3.21,2.64,2.24
790,Wednesday,11:07:00 AM,11,143,45,53,45,0,PC Phone Support,3,27,2.18,2.64,1.18
791,Wednesday,11:59:00 AM,11,142,34,73,35,0,PC Phone Support,3,27,3.06,2.64,2.09
792,Wednesday,12:34:00 PM,12,138,24,55,59,0,PC Phone Support,3,27,1.34,2.64,0.93
793,Wednesday,1:07:00 PM,13,140,36,55,49,0,Customer Care,3,27,1.86,2.64,1.12
794,Wednesday,1:41:00 PM,13,137,47,50,40,0,Customer Care/PC Phone Support,3,27,2.43,2.64,1.25
795,Wednesday,1:55:00 PM,13,137,49,52,36,0,PC Phone Support,3,27,2.81,2.64,1.44
796,Wednesday,2:13:00 PM,14,124,31,66,27,0,PC Phone Support,3,27,3.59,2.64,2.44
797,Wednesday,3:30:00 PM,15,110,41,27,42,0,Customer Care,3,27,1.62,2.64,0.64
798,Thursday,8:00:00 AM,8,84,27,45,12,0,New Sales,3,28,6.00,2.65,3.75
799,Thursday,8:25:00 AM,8,103,36,60,7,0,Customer Care,3,28,13.71,2.66,8.57
800,Thursday,8:41:00 AM,8,108,43,57,8,0,Customer Care,3,28,12.50,2.67,7.13
801,Thursday,9:10:00 AM,9,121,42,30,49,1,Customer Care,3,28,1.47,2.67,0.61
802,Thursday,9:25:00 AM,9,125,46,46,33,0,Customer Care,3,28,2.79,2.67,1.39
803,Thursday,10:02:00 AM,10,134,50,39,45,5,New Sales,3,28,1.98,2.67,0.87
804,Thursday,11:19:00 AM,11,125,37,40,48,2,PC Phone Support,3,28,1.60,2.67,0.83
805,Thursday,11:41:00 AM,11,128,38,53,37,0,Customer Care/PC Phone Support,3,28,2.46,2.67,1.43
806,Thursday,12:01:00 PM,12,134,45,27,62,0,New Sales,3,28,1.16,2.67,0.44
807,Thursday,12:12:00 PM,12,135,35,31,69,4,Customer Care,3,28,0.96,2.66,0.45
808,Thursday,12:58:00 PM,12,135,36,41,58,7,PC Phone Support,3,28,1.33,2.66,0.71
809,Thursday,1:19:00 PM,13,130,38,44,48,7,PC Phone Support,3,28,1.71,2.66,0.92
810,Thursday,2:47:00 PM,14,118,31,51,36,0,Customer Care,3,28,2.28,2.66,1.42
811,Thursday,2:58:00 PM,14,118,40,43,35,0,PC Phone Support,3,28,2.37,2.66,1.23
812,Thursday,3:27:00 PM,15,100,40,35,25,1,Customer Care,3,28,3.00,2.66,1.40
813,Thursday,3:55:00 PM,15,87,38,23,26,0,PC Phone Support,3,28,2.35,2.66,0.88
814,Thursday,4:22:00 PM,16,75,27,32,16,0,Customer Care/PC Phone Support,3,28,3.69,2.66,2.00
